ResumeText,JobDescription,Label
product management pmp stakeholder management scrum jenkins,Hiring Business Analyst with strong requirements gathering skills,58
html css angular javascript react typescript java microservices,"Frontend Developer with React, Angular, and JavaScript expertise",85
tensorflow scikit-learn pandas flask entity framework react,"Python Developer with Django, Flask, and REST APIs",58
scrum product management business analysis stakeholder management tensorflow spring entity framework,Project Manager required with PMP and Agile methodologies,60
testng cypress automation qa junit mvc,Hiring Software Tester with manual and automation testing skills,73
testng qa cypress manual testing junit selenium c# flask,"QA Engineer with Selenium, Cypress, and test automation experience",99
entity framework angular asp.net,"Hiring full stack .NET engineer with Angular, ASP.NET Core, and SQL",42
agile product management scrum business analysis stakeholder management pmp,Project Manager required with PMP and Agile methodologies,88
spring boot mysql spring scrum typescript junit,Hiring full stack Java developer with React and Spring Boot,50
objective-c android react native selenium stakeholder management python,"iOS Engineer required with Swift, Objective-C, and UIKit",45
aws helm azure ci/cd hibernate django jenkins,"Cloud Engineer with AWS, Azure, and Google Cloud expertise",62
hibernate java spring kafka spring boot angular selenium,"Java Developer with Spring Boot, Hibernate, and Microservices experience",76
flask pandas spark hadoop tensorflow django angular,"Hiring ML Engineer with Python, TensorFlow, and scikit-learn",92
grafana prometheus kubernetes aws manual testing cypress microservices,"Cloud Engineer required with Terraform, CI/CD, and Jenkins",65
aws kubernetes helm gcp terraform ci/cd python,Hiring Solutions Architect for AWS and Kubernetes deployments,100
helm azure kubernetes gcp aws ci/cd,Hiring Solutions Architect for AWS and Kubernetes deployments,91
azure kubernetes aws terraform javascript manual testing,Hiring Solutions Architect for AWS and Kubernetes deployments,70
tensorflow python scikit-learn nlp r deep learning,"ML Engineer required with scikit-learn, TensorFlow, and big data",97
swift java kotlin android react,Hiring cross-platform mobile developer with Flutter and React Native,56
aws terraform grafana jenkins ci/cd,"Hiring SRE with Kubernetes, Prometheus, and Grafana",82
testng selenium cypress manual testing junit qa,"SDET required with Java, TestNG, and JUnit",91
gcp aws kubernetes ci/cd helm scikit-learn,"DevOps Cloud Engineer with Terraform, Helm, and CI/CD",77
java hibernate spring boot kafka react,"Java Developer with Spring Boot, Hibernate, and Microservices experience",83
react mysql spring boot,"Java Developer with Spring Boot, Hibernate, and Microservices experience",47
django python pandas flask scikit-learn deep learning angular,"Python Developer with Django, Flask, and REST APIs",73
ml tensorflow r python docker product management javascript,"ML Engineer required with scikit-learn, TensorFlow, and big data",61
asp.net core angular asp.net sql ci/cd scrum,"Hiring full stack .NET engineer with Angular, ASP.NET Core, and SQL",57
python spark django,"Hiring ML Engineer with Python, TensorFlow, and scikit-learn",46
ci/cd kubernetes aws helm gcp azure tensorflow vue,"Cloud Engineer with AWS, Azure, and Google Cloud expertise",93
pmp business analysis product management,"Product Manager with Agile, Scrum, and stakeholder management",47
aws gcp azure kubernetes helm ci/cd,"Cloud Engineer with AWS, Azure, and Google Cloud expertise",100
hadoop django tensorflow pandas spark python jenkins automation,"Hiring ML Engineer with Python, TensorFlow, and scikit-learn",97
prometheus docker kubernetes jenkins aws javascript helm,"DevOps Engineer with AWS, Kubernetes, and Docker expertise",84
kubernetes ci/cd aws,Hiring Solutions Architect for AWS and Kubernetes deployments,42
qa testng cypress manual testing selenium junit,"QA Engineer with Selenium, Cypress, and test automation experience",89
gcp kubernetes aws terraform agile angular,"DevOps Cloud Engineer with Terraform, Helm, and CI/CD",52
business analysis scrum agile stakeholder management product management pmp selenium scikit-learn,Project Manager required with PMP and Agile methodologies,100
ci/cd terraform prometheus grafana sql css,"Cloud Engineer required with Terraform, CI/CD, and Jenkins",70
prometheus ci/cd jenkins grafana kubernetes tensorflow business analysis automation,"Cloud Engineer required with Terraform, CI/CD, and Jenkins",81
kubernetes terraform ci/cd aws prometheus grafana business analysis ci/cd machine learning,"DevOps Engineer with AWS, Kubernetes, and Docker expertise",94
r python scikit-learn ml pytorch deep learning kubernetes flask python,"Data Scientist with Python, R, and machine learning expertise",99
react native flutter swift java android ios aws helm junit,Android Developer with Kotlin and Java experience,96
agile scrum stakeholder management product management deep learning kotlin helm,"Product Manager with Agile, Scrum, and stakeholder management",68
sql azure asp.net mvc flutter kubernetes product management,"Looking for a .NET Developer with experience in ASP.NET MVC, SQL Server, and Azure",55
selenium cypress junit testng manual testing automation vue mysql angular,Hiring Software Tester with manual and automation testing skills,93
aws terraform kubernetes gcp azure helm testng scikit-learn mvc,"Cloud Engineer with AWS, Azure, and Google Cloud expertise",92
spring boot hibernate microservices react hadoop jenkins objective-c,"Backend Java engineer required with Spring, Kafka, and MySQL skills",67
grafana ci/cd prometheus jenkins docker kubernetes css spring boot javascript,"Cloud Engineer required with Terraform, CI/CD, and Jenkins",96
mysql spring microservices,Hiring full stack Java developer with React and Spring Boot,55
hibernate microservices java mysql kafka spring python,"Java Developer with Spring Boot, Hibernate, and Microservices experience",100
javascript angular typescript css,"UI Engineer with HTML, CSS, JavaScript, and Vue.js",57
ios java android react native flutter swift,"iOS Engineer required with Swift, Objective-C, and UIKit",90
product management pmp scrum stakeholder management ml kotlin,Project Manager required with PMP and Agile methodologies,63
tensorflow django pandas hadoop react,"Data Engineer with Python, Spark, and Hadoop",56
flask hadoop scikit-learn django,"Data Engineer with Python, Spark, and Hadoop",57
flutter swift java junit angular qa,Android Developer with Kotlin and Java experience,50
stakeholder management agile pmp business analysis kubernetes scikit-learn,"Product Manager with Agile, Scrum, and stakeholder management",66
cypress automation testng manual testing qa django pytorch,Hiring Software Tester with manual and automation testing skills,75
scrum stakeholder management business analysis agile swift,Project Manager required with PMP and Agile methodologies,63
kubernetes gcp ci/cd azure terraform aws python asp.net,Hiring Solutions Architect for AWS and Kubernetes deployments,90
terraform docker grafana prometheus jenkins ci/cd swift,"DevOps Engineer with AWS, Kubernetes, and Docker expertise",91
scikit-learn deep learning nlp ml machine learning python entity framework scrum docker,"Hiring AI Engineer with NLP, Deep Learning, and PyTorch",100
manual testing qa cypress automation selenium ci/cd,"SDET required with Java, TestNG, and JUnit",81
agile scrum business analysis product management stakeholder management spark,Project Manager required with PMP and Agile methodologies,80
stakeholder management pmp scrum business analysis hadoop react,Hiring Business Analyst with strong requirements gathering skills,69
prometheus docker grafana kubernetes jenkins deep learning automation r,"DevOps Engineer with AWS, Kubernetes, and Docker expertise",83
scikit-learn machine learning python pytorch r tensorflow,"Hiring AI Engineer with NLP, Deep Learning, and PyTorch",93
react native ios flutter java swift aws flask,Hiring cross-platform mobile developer with Flutter and React Native,72
selenium junit qa manual testing testng,"QA Engineer with Selenium, Cypress, and test automation experience",85
ci/cd helm aws gcp terraform,"Cloud Engineer with AWS, Azure, and Google Cloud expertise",59
ios objective-c kotlin android swift spring boot javascript,"iOS Engineer required with Swift, Objective-C, and UIKit",71
scikit-learn python hadoop,"Python Developer with Django, Flask, and REST APIs",51
product management stakeholder management scrum pmp prometheus react,"Product Manager with Agile, Scrum, and stakeholder management",69
tensorflow pandas django scikit-learn,"Python Developer with Django, Flask, and REST APIs",70
spring spring boot kafka microservices react aws,Hiring full stack Java developer with React and Spring Boot,82
hadoop pandas python flask grafana ci/cd swift,"Hiring ML Engineer with Python, TensorFlow, and scikit-learn",63
vue angular react typescript javascript css machine learning,"Frontend Developer with React, Angular, and JavaScript expertise",95
tensorflow flask python,"Data Engineer with Python, Spark, and Hadoop",50
ml python tensorflow docker,"Hiring AI Engineer with NLP, Deep Learning, and PyTorch",52
spark python flask django tensorflow junit,"Hiring ML Engineer with Python, TensorFlow, and scikit-learn",72
cypress junit selenium manual testing testng qa,"SDET required with Java, TestNG, and JUnit",89
sql entity framework web api asp.net c# angular java,"Looking for a .NET Developer with experience in ASP.NET MVC, SQL Server, and Azure",98
qa testng selenium automation scrum,"QA Engineer with Selenium, Cypress, and test automation experience",70
react javascript angular typescript html spring boot,Hiring web developer skilled in modern frontend frameworks,75
azure web api angular sql,"Hiring full stack .NET engineer with Angular, ASP.NET Core, and SQL",55
selenium testng junit ci/cd,"SDET required with Java, TestNG, and JUnit",47
grafana jenkins terraform docker aws kubernetes product management,"Cloud Engineer required with Terraform, CI/CD, and Jenkins",96
angular css react javascript vue,Hiring web developer skilled in modern frontend frameworks,83
jenkins terraform kubernetes typescript manual testing r,"DevOps Engineer with AWS, Kubernetes, and Docker expertise",53
tensorflow ml scikit-learn machine learning nlp python terraform kotlin javascript,"Data Scientist with Python, R, and machine learning expertise",100
vue typescript html react javascript grafana cypress kubernetes,Hiring web developer skilled in modern frontend frameworks,70
terraform azure gcp ci/cd helm,"Cloud Engineer with AWS, Azure, and Google Cloud expertise",72
manual testing automation junit html spark,Hiring Software Tester with manual and automation testing skills,53
scikit-learn machine learning python ml tensorflow pytorch jenkins css,"Data Scientist with Python, R, and machine learning expertise",88
ci/cd grafana prometheus docker,"DevOps Engineer with AWS, Kubernetes, and Docker expertise",63
aws ci/cd docker,"Hiring SRE with Kubernetes, Prometheus, and Grafana",48
python django tensorflow,"Python Developer with Django, Flask, and REST APIs",46
kubernetes helm terraform gcp ci/cd aws pytorch,Hiring Solutions Architect for AWS and Kubernetes deployments,86
angular c# asp.net core sql asp.net,".NET Core developer required with strong C#, Entity Framework, and Web API skills",74
terraform prometheus docker jenkins aws entity framework java typescript,"Hiring SRE with Kubernetes, Prometheus, and Grafana",85
vue typescript html,"UI Engineer with HTML, CSS, JavaScript, and Vue.js",52
swift android java react native flutter ios mvc,"iOS Engineer required with Swift, Objective-C, and UIKit",89
swift ios react native aws,"iOS Engineer required with Swift, Objective-C, and UIKit",44
pytorch deep learning scikit-learn angular,"ML Engineer required with scikit-learn, TensorFlow, and big data",54
python hadoop flask django tensorflow pandas,"Data Engineer with Python, Spark, and Hadoop",87
agile scrum business analysis product management stakeholder management pmp ml machine learning,"Product Manager with Agile, Scrum, and stakeholder management",99
django pandas spark python azure react angular,"Data Engineer with Python, Spark, and Hadoop",55
azure gcp helm agile,Hiring Solutions Architect for AWS and Kubernetes deployments,40
gcp azure ci/cd terraform java,"DevOps Cloud Engineer with Terraform, Helm, and CI/CD",70
ml pytorch deep learning scikit-learn machine learning sql typescript html,"Data Scientist with Python, R, and machine learning expertise",73
angular web api c# entity framework sql asp.net core vue css,".NET Core developer required with strong C#, Entity Framework, and Web API skills",85
helm ci/cd terraform,"DevOps Cloud Engineer with Terraform, Helm, and CI/CD",52
sql asp.net c# entity framework web api pandas,"Looking for a .NET Developer with experience in ASP.NET MVC, SQL Server, and Azure",71
business analysis scrum product management,"Product Manager with Agile, Scrum, and stakeholder management",52
mysql kafka spring junit,"Java Developer with Spring Boot, Hibernate, and Microservices experience",44
kubernetes prometheus grafana,"DevOps Engineer with AWS, Kubernetes, and Docker expertise",50
testng junit automation selenium qa manual testing gcp ml,"SDET required with Java, TestNG, and JUnit",90
deep learning tensorflow pytorch scikit-learn web api react native,"ML Engineer required with scikit-learn, TensorFlow, and big data",70
entity framework c# sql angular mvc asp.net core objective-c kubernetes,"Hiring full stack .NET engineer with Angular, ASP.NET Core, and SQL",100
sql angular mvc azure gcp,"Looking for a .NET Developer with experience in ASP.NET MVC, SQL Server, and Azure",56
microservices mysql spring scrum,Hiring full stack Java developer with React and Spring Boot,46
kotlin ios react native docker grafana,Android Developer with Kotlin and Java experience,43
android react native objective-c java,Android Developer with Kotlin and Java experience,58
html angular vue junit r,Hiring web developer skilled in modern frontend frameworks,53
qa automation manual testing selenium junit testng web api react kubernetes,"QA Engineer with Selenium, Cypress, and test automation experience",88
angular web api asp.net qa kubernetes spring,"Looking for a .NET Developer with experience in ASP.NET MVC, SQL Server, and Azure",53
java objective-c react native swift machine learning ci/cd hadoop,Hiring cross-platform mobile developer with Flutter and React Native,62
ci/cd jenkins docker kubernetes,"Cloud Engineer required with Terraform, CI/CD, and Jenkins",60
docker aws ci/cd jenkins prometheus kotlin java vue,"DevOps Engineer with AWS, Kubernetes, and Docker expertise",82
jenkins ci/cd prometheus grafana spark python junit,"Cloud Engineer required with Terraform, CI/CD, and Jenkins",69
c# entity framework asp.net prometheus flutter,"Looking for a .NET Developer with experience in ASP.NET MVC, SQL Server, and Azure",45
microservices mysql spring boot mvc flask nlp,Hiring full stack Java developer with React and Spring Boot,51
angular html vue css,"Frontend Developer with React, Angular, and JavaScript expertise",55
ios swift objective-c html,Android Developer with Kotlin and Java experience,49
java ios flutter react native,Hiring cross-platform mobile developer with Flutter and React Native,57
machine learning nlp python,"Hiring AI Engineer with NLP, Deep Learning, and PyTorch",50
microservices spring react java hibernate spring boot kotlin,Hiring full stack Java developer with React and Spring Boot,97
tensorflow ml machine learning nlp pytorch deep learning grafana tensorflow,"Hiring AI Engineer with NLP, Deep Learning, and PyTorch",93
objective-c android react native ios swift scikit-learn,Hiring cross-platform mobile developer with Flutter and React Native,74
react java microservices hibernate spring boot typescript r python,"Backend Java engineer required with Spring, Kafka, and MySQL skills",79
flutter java kotlin,Hiring cross-platform mobile developer with Flutter and React Native,40
aws kubernetes terraform prometheus ci/cd terraform product management mvc,"DevOps Engineer with AWS, Kubernetes, and Docker expertise",83
docker grafana terraform gcp,"Cloud Engineer required with Terraform, CI/CD, and Jenkins",44
aws kubernetes helm gcp azure ci/cd flutter,"Cloud Engineer with AWS, Azure, and Google Cloud expertise",99
microservices java mysql,"Java Developer with Spring Boot, Hibernate, and Microservices experience",48
scikit-learn tensorflow spark python hadoop flask kafka java entity framework,"Hiring ML Engineer with Python, TensorFlow, and scikit-learn",86
flutter ios react native objective-c java vue hibernate,Hiring cross-platform mobile developer with Flutter and React Native,73
scikit-learn r machine learning deep learning python nlp business analysis testng grafana,"Hiring AI Engineer with NLP, Deep Learning, and PyTorch",95
microservices hibernate java spring boot mysql spring,"Backend Java engineer required with Spring, Kafka, and MySQL skills",85
cypress junit automation manual testing selenium testng mvc sql,Hiring Software Tester with manual and automation testing skills,99
nlp deep learning scikit-learn pytorch tensorflow azure spring boot android,"ML Engineer required with scikit-learn, TensorFlow, and big data",71
scrum business analysis pmp agile stakeholder management product management aws qa,"Product Manager with Agile, Scrum, and stakeholder management",86
aws ci/cd helm asp.net,"DevOps Cloud Engineer with Terraform, Helm, and CI/CD",55
objective-c ios flutter c# r grafana,"iOS Engineer required with Swift, Objective-C, and UIKit",52
pandas python flask django tensorflow spark,"Data Engineer with Python, Spark, and Hadoop",85
product management scrum pmp mvc azure,Hiring Business Analyst with strong requirements gathering skills,41
kafka java spring boot hibernate microservices spring spark,"Backend Java engineer required with Spring, Kafka, and MySQL skills",89
tensorflow django python spark hadoop flask javascript helm,"Python Developer with Django, Flask, and REST APIs",91
python ml pytorch tensorflow,"Data Scientist with Python, R, and machine learning expertise",57
pmp agile business analysis product management,Project Manager required with PMP and Agile methodologies,57
java hibernate spring angular manual testing prometheus,"Backend Java engineer required with Spring, Kafka, and MySQL skills",42
kafka microservices hibernate,Hiring full stack Java developer with React and Spring Boot,44
kubernetes gcp terraform helm ci/cd pytorch spring boot java,"DevOps Cloud Engineer with Terraform, Helm, and CI/CD",74
nlp machine learning pytorch scikit-learn deep learning,"ML Engineer required with scikit-learn, TensorFlow, and big data",75
django tensorflow spark python,"Data Engineer with Python, Spark, and Hadoop",61
scikit-learn hadoop spark tensorflow pytorch kubernetes,"Data Engineer with Python, Spark, and Hadoop",67
prometheus terraform jenkins ci/cd grafana aws,"DevOps Engineer with AWS, Kubernetes, and Docker expertise",87
aws terraform gcp azure,Hiring Solutions Architect for AWS and Kubernetes deployments,69
spark python django scikit-learn hadoop manual testing sql,"Python Developer with Django, Flask, and REST APIs",80
stakeholder management pmp agile,Hiring Business Analyst with strong requirements gathering skills,41
prometheus jenkins grafana ci/cd aws docker python flutter vue,"Cloud Engineer required with Terraform, CI/CD, and Jenkins",87
gcp kubernetes aws terraform ci/cd azure hadoop java vue,"Cloud Engineer with AWS, Azure, and Google Cloud expertise",90
ci/cd helm terraform kubernetes scikit-learn flutter stakeholder management,"DevOps Cloud Engineer with Terraform, Helm, and CI/CD",69
aws prometheus jenkins spring boot,"Cloud Engineer required with Terraform, CI/CD, and Jenkins",42
automation qa testng junit manual testing cypress jenkins css,"QA Engineer with Selenium, Cypress, and test automation experience",91
microservices kafka spring boot hibernate react ci/cd react,"Java Developer with Spring Boot, Hibernate, and Microservices experience",82
gcp ci/cd azure helm product management grafana,"DevOps Cloud Engineer with Terraform, Helm, and CI/CD",69
grafana kubernetes prometheus web api,"Cloud Engineer required with Terraform, CI/CD, and Jenkins",54
deep learning r tensorflow machine learning react business analysis,"Data Scientist with Python, R, and machine learning expertise",56
flutter ios swift nlp,Android Developer with Kotlin and Java experience,55
python pandas tensorflow flask spark,"Python Developer with Django, Flask, and REST APIs",80
agile business analysis stakeholder management pmp scrum helm cypress,"Product Manager with Agile, Scrum, and stakeholder management",83
product management business analysis stakeholder management pmp gcp tensorflow hibernate,Hiring Business Analyst with strong requirements gathering skills,63
cypress manual testing selenium automation junit ios,Hiring Software Tester with manual and automation testing skills,81
react hibernate mysql spring agile,"Backend Java engineer required with Spring, Kafka, and MySQL skills",70
stakeholder management scrum product management agile pmp business analysis,"Product Manager with Agile, Scrum, and stakeholder management",96
cypress manual testing automation junit testng java,Hiring Software Tester with manual and automation testing skills,76
junit qa selenium react asp.net deep learning,"SDET required with Java, TestNG, and JUnit",50
python deep learning ml tensorflow scikit-learn pytorch,"ML Engineer required with scikit-learn, TensorFlow, and big data",96
kubernetes jenkins docker,"Hiring SRE with Kubernetes, Prometheus, and Grafana",40
java ios react native android objective-c swift grafana javascript ci/cd,Android Developer with Kotlin and Java experience,90
r python pytorch machine learning hibernate azure,"Hiring AI Engineer with NLP, Deep Learning, and PyTorch",55
microservices spring hibernate ci/cd testng,Hiring full stack Java developer with React and Spring Boot,48
ml nlp pytorch deep learning hadoop,"ML Engineer required with scikit-learn, TensorFlow, and big data",66
tensorflow scikit-learn python hadoop typescript helm kotlin,"Hiring ML Engineer with Python, TensorFlow, and scikit-learn",62
python scikit-learn hadoop pandas django spark typescript ci/cd tensorflow,"Data Engineer with Python, Spark, and Hadoop",89
kafka microservices spring boot react java typescript qa,Hiring full stack Java developer with React and Spring Boot,84
azure angular asp.net r mysql react,"Looking for a .NET Developer with experience in ASP.NET MVC, SQL Server, and Azure",55
tensorflow hadoop pandas microservices product management,"Python Developer with Django, Flask, and REST APIs",45
scrum pmp business analysis agile product management stakeholder management deep learning gcp typescript,"Product Manager with Agile, Scrum, and stakeholder management",90
java mysql kafka manual testing javascript jenkins,"Backend Java engineer required with Spring, Kafka, and MySQL skills",40
java android react native objective-c flutter,"iOS Engineer required with Swift, Objective-C, and UIKit",71
junit selenium manual testing testng cypress automation,Hiring Software Tester with manual and automation testing skills,88
pmp agile business analysis scrum product management angular,Hiring Business Analyst with strong requirements gathering skills,76
testng junit qa automation selenium pytorch vue,Hiring Software Tester with manual and automation testing skills,78
prometheus jenkins ci/cd docker testng scrum,"Cloud Engineer required with Terraform, CI/CD, and Jenkins",70
scikit-learn django python flask grafana,"Python Developer with Django, Flask, and REST APIs",62
r python tensorflow scikit-learn pytorch,"Hiring AI Engineer with NLP, Deep Learning, and PyTorch",77
tensorflow r scikit-learn machine learning testng pmp,"ML Engineer required with scikit-learn, TensorFlow, and big data",65
testng manual testing qa selenium cypress r sql,Hiring Software Tester with manual and automation testing skills,80
tensorflow spark scikit-learn hadoop pandas flask,"Python Developer with Django, Flask, and REST APIs",85
react css typescript vue html prometheus flask mvc,Hiring web developer skilled in modern frontend frameworks,74
java android swift objective-c ios react native,"iOS Engineer required with Swift, Objective-C, and UIKit",97
sql web api entity framework product management css stakeholder management,".NET Core developer required with strong C#, Entity Framework, and Web API skills",55
mysql kafka spring spring boot react hadoop angular react native,Hiring full stack Java developer with React and Spring Boot,84
hadoop tensorflow python flask scikit-learn pandas,"Python Developer with Django, Flask, and REST APIs",97
spring mysql java spring boot hibernate scikit-learn deep learning terraform,Hiring full stack Java developer with React and Spring Boot,72
python pytorch r machine learning,"Hiring AI Engineer with NLP, Deep Learning, and PyTorch",60
swift kotlin react native ios tensorflow vue manual testing,Android Developer with Kotlin and Java experience,62
mysql spring boot hibernate java prometheus flutter kubernetes,Hiring full stack Java developer with React and Spring Boot,65
scrum stakeholder management agile automation,"Product Manager with Agile, Scrum, and stakeholder management",48
entity framework web api asp.net core asp.net azure mvc react native machine learning product management,".NET Core developer required with strong C#, Entity Framework, and Web API skills",94
react microservices spring boot swift azure,Hiring full stack Java developer with React and Spring Boot,46
tensorflow flask scikit-learn,"Python Developer with Django, Flask, and REST APIs",52
microservices kafka spring boot java hibernate spring,"Backend Java engineer required with Spring, Kafka, and MySQL skills",92
react javascript angular vue css html,Hiring web developer skilled in modern frontend frameworks,96
aws ci/cd helm,"DevOps Cloud Engineer with Terraform, Helm, and CI/CD",54
angular typescript html javascript ml,"Frontend Developer with React, Angular, and JavaScript expertise",55
cypress testng junit automation manual testing qa ci/cd machine learning,"SDET required with Java, TestNG, and JUnit",85
hadoop spark flask python tensorflow django terraform,"Python Developer with Django, Flask, and REST APIs",86
kafka java spring boot scikit-learn javascript,"Java Developer with Spring Boot, Hibernate, and Microservices experience",55
aws helm azure kubernetes gcp ci/cd,"Cloud Engineer with AWS, Azure, and Google Cloud expertise",91
scikit-learn python spark tensorflow helm r ios,"Data Engineer with Python, Spark, and Hadoop",67
flask spark hadoop aws,"Python Developer with Django, Flask, and REST APIs",49
selenium qa automation junit cypress testng,"QA Engineer with Selenium, Cypress, and test automation experience",92
django hadoop tensorflow,"Hiring ML Engineer with Python, TensorFlow, and scikit-learn",55
scikit-learn spark django,"Data Engineer with Python, Spark, and Hadoop",46
ci/cd terraform aws jenkins grafana objective-c web api scikit-learn,"Hiring SRE with Kubernetes, Prometheus, and Grafana",72
angular vue html css react typescript,Hiring web developer skilled in modern frontend frameworks,86
typescript angular html javascript react vue angular aws prometheus,Hiring web developer skilled in modern frontend frameworks,93
product management stakeholder management pmp vue,Project Manager required with PMP and Agile methodologies,51
grafana terraform ci/cd docker kubernetes prometheus stakeholder management,"DevOps Engineer with AWS, Kubernetes, and Docker expertise",85
grafana kubernetes ci/cd docker prometheus objective-c angular testng,"DevOps Engineer with AWS, Kubernetes, and Docker expertise",70
pandas tensorflow scikit-learn hadoop django microservices gcp ci/cd,"Python Developer with Django, Flask, and REST APIs",85
mvc asp.net c# asp.net core angular azure terraform android,"Hiring full stack .NET engineer with Angular, ASP.NET Core, and SQL",100
react typescript javascript html css,Hiring web developer skilled in modern frontend frameworks,79
django pandas hadoop python tensorflow python,"Python Developer with Django, Flask, and REST APIs",84
qa automation testng manual testing,"QA Engineer with Selenium, Cypress, and test automation experience",68
qa manual testing testng selenium cypress junit,"QA Engineer with Selenium, Cypress, and test automation experience",95
angular javascript html ios scikit-learn,"Frontend Developer with React, Angular, and JavaScript expertise",41
java kotlin android react native ios objective-c scrum,"iOS Engineer required with Swift, Objective-C, and UIKit",93
c# entity framework azure web api asp.net mvc ios nlp,".NET Core developer required with strong C#, Entity Framework, and Web API skills",97
react spring hibernate spring boot java microservices react native,"Java Developer with Spring Boot, Hibernate, and Microservices experience",88
azure terraform helm kubernetes ci/cd aws python spark cypress,Hiring Solutions Architect for AWS and Kubernetes deployments,99
grafana terraform kubernetes azure python,"DevOps Engineer with AWS, Kubernetes, and Docker expertise",50
terraform grafana jenkins pytorch asp.net core pmp,"Hiring SRE with Kubernetes, Prometheus, and Grafana",49
qa manual testing automation cypress selenium testng spark,"SDET required with Java, TestNG, and JUnit",91
deep learning python scikit-learn pytorch ml python,"ML Engineer required with scikit-learn, TensorFlow, and big data",82
angular css react spring java,"UI Engineer with HTML, CSS, JavaScript, and Vue.js",44
ci/cd terraform azure gcp aws,"DevOps Cloud Engineer with Terraform, Helm, and CI/CD",75
html angular css vue react,"UI Engineer with HTML, CSS, JavaScript, and Vue.js",70
sql angular asp.net prometheus python,"Looking for a .NET Developer with experience in ASP.NET MVC, SQL Server, and Azure",42
vue javascript angular azure,"UI Engineer with HTML, CSS, JavaScript, and Vue.js",55
r scikit-learn machine learning python nlp ci/cd azure,"Hiring AI Engineer with NLP, Deep Learning, and PyTorch",71
product management scrum stakeholder management agile business analysis pmp tensorflow python,"Product Manager with Agile, Scrum, and stakeholder management",92
kubernetes ci/cd grafana terraform cypress pmp,"Cloud Engineer required with Terraform, CI/CD, and Jenkins",65
pytorch tensorflow nlp scikit-learn machine learning deep learning helm terraform mvc,"Hiring AI Engineer with NLP, Deep Learning, and PyTorch",86
mvc azure asp.net c# entity framework asp.net core,"Looking for a .NET Developer with experience in ASP.NET MVC, SQL Server, and Azure",99
ci/cd aws azure helm gcp kubernetes react native spark business analysis,Hiring Solutions Architect for AWS and Kubernetes deployments,88
stakeholder management product management agile,Project Manager required with PMP and Agile methodologies,44
asp.net core web api angular azure c# sql objective-c kotlin android,"Looking for a .NET Developer with experience in ASP.NET MVC, SQL Server, and Azure",99
qa automation junit manual testing testng selenium,Hiring Software Tester with manual and automation testing skills,100
spark hadoop tensorflow scikit-learn pandas javascript,"Hiring ML Engineer with Python, TensorFlow, and scikit-learn",73
typescript css javascript angular vue react microservices react,Hiring web developer skilled in modern frontend frameworks,94
ci/cd prometheus docker kubernetes kubernetes spring,"DevOps Engineer with AWS, Kubernetes, and Docker expertise",68
machine learning r tensorflow ml nlp python swift mysql,"ML Engineer required with scikit-learn, TensorFlow, and big data",86
vue css typescript manual testing helm pytorch,Hiring web developer skilled in modern frontend frameworks,43
c# sql entity framework web api flutter spring agile,".NET Core developer required with strong C#, Entity Framework, and Web API skills",57
terraform azure kubernetes ci/cd prometheus machine learning,"Cloud Engineer with AWS, Azure, and Google Cloud expertise",64
automation qa selenium manual testing spring kotlin angular,Hiring Software Tester with manual and automation testing skills,57
react kafka spring boot mysql spring microservices asp.net core kubernetes terraform,"Backend Java engineer required with Spring, Kafka, and MySQL skills",97
agile pmp stakeholder management business analysis tensorflow qa aws,Hiring Business Analyst with strong requirements gathering skills,64
vue typescript javascript,"UI Engineer with HTML, CSS, JavaScript, and Vue.js",44
grafana docker jenkins aws mysql kafka,"Hiring SRE with Kubernetes, Prometheus, and Grafana",70
business analysis pmp product management scrum qa android,"Product Manager with Agile, Scrum, and stakeholder management",59
testng selenium manual testing junit automation qa,Hiring Software Tester with manual and automation testing skills,85
ml deep learning pytorch r python typescript django kubernetes,"Data Scientist with Python, R, and machine learning expertise",78
sql c# angular mvc web api asp.net react native swift business analysis,"Hiring full stack .NET engineer with Angular, ASP.NET Core, and SQL",91
python nlp r tensorflow manual testing grafana,"Data Scientist with Python, R, and machine learning expertise",63
django tensorflow pandas hadoop scikit-learn spark angular kotlin,"Python Developer with Django, Flask, and REST APIs",95
helm kubernetes gcp terraform aws tensorflow web api spring boot,"Cloud Engineer with AWS, Azure, and Google Cloud expertise",83
pandas tensorflow django python scikit-learn react mvc,"Python Developer with Django, Flask, and REST APIs",83
machine learning deep learning tensorflow mysql scikit-learn spring boot,"ML Engineer required with scikit-learn, TensorFlow, and big data",51
python spark tensorflow scikit-learn flask angular,"Data Engineer with Python, Spark, and Hadoop",72
java kotlin ios android swift react native helm c# azure,Hiring cross-platform mobile developer with Flutter and React Native,96
spark python scikit-learn django hadoop flask,"Hiring ML Engineer with Python, TensorFlow, and scikit-learn",93
junit qa automation selenium manual testing,"SDET required with Java, TestNG, and JUnit",73
pmp stakeholder management scrum,Project Manager required with PMP and Agile methodologies,40
python r ml pytorch hadoop python,"Hiring AI Engineer with NLP, Deep Learning, and PyTorch",64
pandas spark scikit-learn html,"Python Developer with Django, Flask, and REST APIs",50
tensorflow spark flask,"Data Engineer with Python, Spark, and Hadoop",45
spring react mysql spring boot kafka microservices javascript,"Backend Java engineer required with Spring, Kafka, and MySQL skills",96
ci/cd aws gcp,Hiring Solutions Architect for AWS and Kubernetes deployments,53
